"crop","country","region","climate_scenario","future_mid_point","projected_yield_t_ha","global_delta_t_from_pre_industrial_period","drought_index","annual_precipitation_change_each_study_mm"
"Wheat","United Kingdom","Europe","RCP8.5",2030,6.4456,1.728,0.0120132153039152,17.1644
"Wheat","United States","North America","RCP2.6",2030,5.6716,1.587,-0.00030332828514056,-0.365199999999982
"Wheat","United States","North America","RCP4.5",2030,5.8215,1.572,0.00667322227309263,8.03439999999998
"Wheat","United States","North America","RCP8.5",2030,5.4878,1.728,0.0136497728313259,16.434
"Wheat","Uzbekistan","Asia","RCP2.6",2030,2.6376,1.587,0.0368407675031848,5.47799999999999
"Wheat","Uzbekistan","Asia","RCP4.5",2030,2.6208,1.572,0.012280255834395,1.82600000000001
"Wheat","Uzbekistan","Asia","RCP8.5",2030,2.6516,1.728,-0.100698097842039,-14.9732
"Wheat","Afghanistan","Asia","RCP2.6",2030,2.4261,1.587,0.0381710552756375,18.26
"Wheat","Afghanistan","Asia","RCP4.5",2030,2.4051,1.572,0.0236660542708952,11.3212
"Wheat","Afghanistan","Asia","RCP8.5",2030,2.421,1.728,-0.0679444783906347,-32.5028
"Wheat","Algeria","Africa","RCP2.6",2030,1.9368,1.587,0.184747510372056,2.9216
"Wheat","Algeria","Africa","RCP4.5",2030,1.8443,1.572,-1.27013913380788,-20.0859999999999
"Wheat","Algeria","Africa","RCP8.5",2030,1.8022,1.728,-0.854457235470758,-13.5124
"Wheat","Argentina","Central and South America","RCP2.6",2030,3.0543,1.587,-0.0521144779113278,-26.2944
"Wheat","Argentina","Central and South America","RCP4.5",2030,2.8073,1.572,-0.0434287315927729,-21.9119999999999
"Wheat","Argentina","Central and South America","RCP8.5",2030,2.8933,1.728,-0.0405334828199216,-20.4512
"Wheat","Australia","Australasia","RCP2.6",2030,0.9572,1.587,-0.127484078084973,-29.5812
"Wheat","Australia","Australasia","RCP4.5",2030,0.9346,1.572,-0.13377958811386,-31.042
"Wheat","Australia","Australasia","RCP8.5",2030,0.9371,1.728,-0.0834155078827599,-19.3556
"Wheat","Brazil","Central and South America","RCP2.6",2030,0.611,1.587,-0.00193032353560386,-2.92159999999994
"Wheat","Brazil","Central and South America","RCP4.5",2030,0.5491,1.572,0.0422258273413353,63.91
"Wheat","Brazil","Central and South America","RCP8.5",2030,0.5252,1.728,-0.0159251691687322,-24.1032000000001
"Wheat","Bulgaria","Europe","RCP2.6",2030,4.3023,1.587,-0.00260556741034821,-2.1912
"Wheat","Bulgaria","Europe","RCP4.5",2030,4.1817,1.572,-0.0182389718724376,-15.3384000000001
"Wheat","Bulgaria","Europe","RCP8.5",2030,4.1682,1.728,-0.00955374717127675,-8.03439999999998
"Wheat","Canada","North America","RCP2.6",2030,3.7306,1.587,-0.0111956008739796,-6.2084
"Wheat","Canada","North America","RCP4.5",2030,3.8706,1.572,0.0223912017479591,12.4167999999999
"Wheat","Canada","North America","RCP8.5",2030,3.5063,1.728,0.0270011550490097,14.9732
"Wheat","China","Asia","RCP2.6",2030,5.9319,1.587,0.0870115636963203,33.9636
"Wheat","China","Asia","RCP4.5",2030,6.0796,1.572,0.157182179580449,61.3535999999999
"Wheat","China","Asia","RCP8.5",2030,5.9228,1.728,0.0832691308491667,32.5028
"Wheat","Czech Republic","Europe","RCP2.6",2030,6.268,1.587,-0.0276580775351875,-22.2772
"Wheat","Czech Republic","Europe","RCP4.5",2030,6.2089,1.572,-0.0258444331066506,-20.8164
"Wheat","Czech Republic","Europe","RCP8.5",2030,6.3592,1.728,0.0117886887854898,9.49520000000002
"Wheat","Denmark","Europe","RCP2.6",2030,5.7347,1.587,0.060894471425387,51.8584
"Wheat","Denmark","Europe","RCP4.5",2030,5.6346,1.572,0.0373085846056948,31.7724
"Wheat","Denmark","Europe","RCP8.5",2030,5.5008,1.728,0.0737595005997645,62.8144
"Wheat","Egypt","Africa","RCP2.6",2030,12.0262,1.587,0.62103030214988,1.0956
"Wheat","Egypt","Africa","RCP4.5",2030,12.187,1.572,0.414020201433251,0.730399999999996
"Wheat","Egypt","Africa","RCP8.5",2030,12.0463,1.728,-2.27711110788289,-4.0172
"Wheat","Ethiopia","Africa","RCP2.6",2030,2.2705,1.587,0.0783033079341321,50.3976
"Wheat","Ethiopia","Africa","RCP4.5",2030,1.8849,1.572,-0.0828426301332122,-53.3192
"Wheat","Ethiopia","Africa","RCP8.5",2030,1.7241,1.728,0.0334775012182159,21.5468
"Wheat","France","Europe","RCP2.6",2030,6.7054,1.587,-0.0240725701219213,-23.738
"Wheat","France","Europe","RCP4.5",2030,6.5786,1.572,-0.0418492372888785,-41.2676
"Wheat","France","Europe","RCP8.5",2030,6.1682,1.728,0.000740694465289916,0.730400000000031
"Wheat","Germany","Europe","RCP2.6",2030,7.0485,1.587,-0.0087039644298927,-7.30399999999995
"Wheat","Germany","Europe","RCP4.5",2030,6.822,1.572,-0.00652797332241951,-5.47799999999995
"Wheat","Germany","Europe","RCP8.5",2030,6.9907,1.728,0.0417790292634851,35.0591999999999
"Wheat","Greece","Europe","RCP2.6",2030,4.6791,1.587,-0.0431653848208648,-31.7724
"Wheat","Greece","Europe","RCP4.5",2030,4.5341,1.572,-0.047630769457506,-35.0592
"Wheat","Greece","Europe","RCP8.5",2030,4.4268,1.728,-0.0401884617297707,-29.5812
"Wheat","Hungary","Europe","RCP2.6",2030,5.2005,1.587,-0.0639255871954834,-39.0764
"Wheat","Hungary","Europe","RCP4.5",2030,5.2313,1.572,-0.0800563428429418,-48.9368
"Wheat","Hungary","Europe","RCP8.5",2030,5.3438,1.728,-0.0238974157740123,-14.6079999999999
"Wheat","India","Asia","RCP2.6",2030,1.4783,1.587,0.0655934118293855,71.9444
"Wheat","India","Asia","RCP4.5",2030,1.2988,1.572,-0.0043284992577767,-4.74759999999999
"Wheat","India","Asia","RCP8.5",2030,1.1736,1.728,0.0249721111025579,27.39
"Wheat","Iran","Asia","RCP2.6",2030,2.5504,1.587,0.170239582215502,14.9732
"Wheat","Iran","Asia","RCP4.5",2030,2.5319,1.572,0.0581305890491962,5.11280000000004
"Wheat","Iran","Asia","RCP8.5",2030,2.4741,1.728,-0.261587650721381,-23.0076
"Wheat","Italy","Europe","RCP2.6",2030,7.5556,1.587,-0.042408320563752,-41.6328
"Wheat","Italy","Europe","RCP4.5",2030,7.316,1.572,-0.0658444977174043,-64.6404
"Wheat","Italy","Europe","RCP8.5",2030,6.957,1.728,-0.0513363880508577,-50.3976000000001
"Wheat","Kazakstan","Asia","RCP2.6",2030,2.8692,1.587,0.078217497330682,29.9464
"Wheat","Kazakstan","Asia","RCP4.5",2030,2.6966,1.572,0.0209851822106707,8.03439999999998
"Wheat","Kazakstan","Asia","RCP8.5",2030,2.8797,1.728,0.0667710343066798,25.564
"Wheat","Mexico","Central and South America","RCP2.6",2030,8.8755,1.587,-0.0293868392438572,-11.6863999999999
"Wheat","Mexico","Central and South America","RCP4.5",2030,8.8463,1.572,-0.0569370010349738,-22.6424
"Wheat","Mexico","Central and South America","RCP8.5",2030,8.8326,1.728,-0.0174484358010405,-6.93880000000004
"Wheat","Morocco","Africa","RCP2.6",2030,1.7294,1.587,-0.0332410346403224,-16.434
"Wheat","Morocco","Africa","RCP4.5",2030,1.7247,1.572,-0.0228993794188888,-11.3212
"Wheat","Morocco","Africa","RCP8.5",2030,1.5385,1.728,-0.101939172896989,-50.3976
"Wheat","Pakistan","Asia","RCP2.6",2030,4.7784,1.587,0.0806908948601301,23.0076
"Wheat","Pakistan","Asia","RCP4.5",2030,4.4824,1.572,0.0358626199378356,10.2256
"Wheat","Pakistan","Asia","RCP8.5",2030,4.2066,1.728,-0.0128080785492271,-3.65200000000002
"Wheat","Poland","Europe","RCP2.6",2030,6.0653,1.587,0.00569427826364085,4.01720000000003
"Wheat","Poland","Europe","RCP4.5",2030,5.7671,1.572,0.0077649249049647,5.47799999999997
"Wheat","Poland","Europe","RCP8.5",2030,6.1949,1.728,0.0626370609000489,44.1892
"Wheat","Romania","Europe","RCP2.6",2030,5.9094,1.587,-0.0171245518278248,-16.7992
"Wheat","Romania","Europe","RCP4.5",2030,5.8855,1.572,-0.0130295503037797,-12.782
"Wheat","Romania","Europe","RCP8.5",2030,5.5978,1.728,-0.00409500152404503,-4.01719999999998
"Wheat","Russia","Europe","RCP2.6",2030,4.1685,1.587,0.0427153307448801,17.1644
"Wheat","Russia","Europe","RCP4.5",2030,4.0328,1.572,0.029991615203852,12.0516
"Wheat","Russia","Europe","RCP8.5",2030,3.9462,1.728,0.0436241675692393,17.5296
"Wheat","Saudi Arabia","Asia","RCP2.6",2030,4.2704,1.587,0.199041491333696,16.7992
"Wheat","Saudi Arabia","Asia","RCP4.5",2030,4.268,1.572,-0.112501712492959,-9.4952
"Wheat","Saudi Arabia","Asia","RCP8.5",2030,4.1802,1.728,0.125482679319069,10.5908
"Wheat","South Africa","Africa","RCP2.6",2030,1.7301,1.587,-0.109269394992012,-31.7724
"Wheat","South Africa","Africa","RCP4.5",2030,1.8072,1.572,-0.00502388022951791,-1.46080000000004
"Wheat","South Africa","Africa","RCP8.5",2030,1.7498,1.728,-0.0741022333853871,-21.5468
"Wheat","Spain","Europe","RCP2.6",2030,6.6557,1.587,-0.105784378741414,-44.5543999999999
"Wheat","Spain","Europe","RCP4.5",2030,6.6981,1.572,-0.0832401668784901,-35.0592
"Wheat","Spain","Europe","RCP8.5",2030,6.2666,1.728,-0.100581868311509,-42.3632
"Wheat","Sweden","Europe","RCP2.6",2030,5.4831,1.587,0.0590773327583233,33.2332
"Wheat","Sweden","Europe","RCP4.5",2030,5.6529,1.572,0.031810871485251,17.8948
"Wheat","Sweden","Europe","RCP8.5",2030,5.5183,1.728,0.0629725415116194,35.4244
"Wheat","Syria","Africa","RCP2.6",2030,4.0693,1.587,-0.165116624421823,-20.086
"Wheat","Syria","Africa","RCP4.5",2030,3.7473,1.572,-0.0900636133209944,-10.956
"Wheat","Syria","Africa","RCP8.5",2030,3.5807,1.728,-0.171120865309889,-20.8164
"Wheat","Turkey","Europe","RCP2.6",2030,3.5471,1.587,-0.0598381736959187,-22.2772
"Wheat","Turkey","Europe","RCP4.5",2030,3.5181,1.572,-0.0196190733429241,-7.30399999999997
"Wheat","Turkey","Europe","RCP8.5",2030,3.5072,1.728,-0.0402191003529945,-14.9732
"Wheat","Turkmenistan_Rep","Asia","RCP2.6",2030,2.4252,1.587,0.071389661605521,9.13
"Wheat","Turkmenistan_Rep","Asia","RCP4.5",2030,2.4334,1.572,0.0799564209981835,10.2256
"Wheat","Turkmenistan_Rep","Asia","RCP8.5",2030,2.4975,1.728,-0.131356977354159,-16.7992
"Wheat","Ukraine","Europe","RCP2.6",2030,5.7916,1.587,0.00687731045594018,4.01720000000003
"Wheat","Ukraine","Europe","RCP4.5",2030,5.6514,1.572,0.0281344518652096,16.434
"Wheat","Ukraine","Europe","RCP8.5",2030,5.4631,1.728,0.0268840317823114,15.7036
"Wheat","United Kingdom","Europe","RCP2.6",2030,6.8994,1.587,0.0150804192112979,21.5468
"Wheat","United Kingdom","Europe","RCP4.5",2030,6.7144,1.572,-0.00869041107091734,-12.4167999999999
"Wheat","United Kingdom","Europe","RCP8.5",2030,6.9508,1.728,0.0120132153039152,17.1644
"Wheat","United States","North America","RCP2.6",2030,5.9819,1.587,-0.00030332828514056,-0.365199999999982
"Wheat","United States","North America","RCP4.5",2030,6.1891,1.572,0.00667322227309263,8.03439999999998
"Wheat","United States","North America","RCP8.5",2030,5.9348,1.728,0.0136497728313259,16.434
"Wheat","Uzbekistan","Asia","RCP2.6",2030,2.7648,1.587,0.0368407675031848,5.47799999999999
"Wheat","Uzbekistan","Asia","RCP4.5",2030,2.7692,1.572,0.012280255834395,1.82600000000001
"Wheat","Uzbekistan","Asia","RCP8.5",2030,2.8478,1.728,-0.100698097842039,-14.9732
"Wheat","Afghanistan","Asia","RCP2.6",2050,2.5586,1.791,0.0267197386929462,12.782
"Wheat","Afghanistan","Asia","RCP4.5",2050,2.3679,2.094,0.00458052663307643,2.19119999999997
"Wheat","Afghanistan","Asia","RCP8.5",2050,2.3036,2.593,-0.03053684422051,-14.608
"Wheat","Algeria","Africa","RCP2.6",2050,2.059,1.791,-0.923737551860279,-14.608
"Wheat","Algeria","Africa","RCP4.5",2050,2.1094,2.094,-0.993017868249799,-15.7036
"Wheat","Algeria","Africa","RCP8.5",2050,1.7412,2.593,0.646616286302195,10.2256
"Wheat","Argentina","Central and South America","RCP2.6",2050,3.0108,1.791,-0.0948193973108878,-47.8411999999999
"Wheat","Argentina","Central and South America","RCP4.5",2050,2.7395,2.094,-0.0513906657181147,-25.9291999999999
"Wheat","Argentina","Central and South America","RCP8.5",2050,2.2561,2.593,-0.0535621022977535,-27.0248
"Wheat","Australia","Australasia","RCP2.6",2050,0.978,1.791,-0.0771199978538723,-17.8948
"Wheat","Australia","Australasia","RCP4.5",2050,0.8584,2.094,-0.0692506103177629,-16.0688
"Wheat","Australia","Australasia","RCP8.5",2050,0.7675,2.593,-0.116466935534419,-27.0248
"Wheat","Brazil","Central and South America","RCP2.6",2050,0.5973,1.791,0.0147187169589799,22.2772000000002
"Wheat","Brazil","Central and South America","RCP4.5",2050,0.4971,2.094,0.0523600259032557,79.2484
"Wheat","Brazil","Central and South America","RCP8.5",2050,0.3873,2.593,-0.0378825993862265,-57.3364
"Wheat","Bulgaria","Europe","RCP2.6",2050,4.3175,1.791,-0.0134620982867991,-11.3212
"Wheat","Bulgaria","Europe","RCP4.5",2050,4.284,2.094,-0.0290955027488885,-24.4684000000001
"Wheat","Bulgaria","Europe","RCP8.5",2050,3.8112,2.593,-0.0151991432270312,-12.782
"Wheat","Canada","North America","RCP2.6",2050,3.9164,1.791,0.00329282378646462,1.82600000000001
"Wheat","Canada","North America","RCP4.5",2050,3.6363,2.094,-0.0032928237864646,-1.826
"Wheat","Canada","North America","RCP8.5",2050,3.3592,2.593,0.0566365691271909,31.4071999999999
"Wheat","China","Asia","RCP2.6",2050,5.974,1.791,0.188057250569466,73.4052
"Wheat","China","Asia","RCP4.5",2050,5.77,2.094,0.216125496923118,84.3612
"Wheat","China","Asia","RCP8.5",2050,5.3497,2.593,0.229224011888156,89.474
"Wheat","Czech Republic","Europe","RCP2.6",2050,6.5143,1.791,-0.0167762109639662,-13.5124
"Wheat","Czech Republic","Europe","RCP4.5",2050,6.1988,2.094,-0.0317387774993956,-25.5640000000001
"Wheat","Czech Republic","Europe","RCP8.5",2050,5.966,2.593,0.00453411107134226,3.65200000000004
"Wheat","Denmark","Europe","RCP2.6",2050,6.1516,1.791,0.0471717736393843,40.172
"Wheat","Denmark","Europe","RCP4.5",2050,5.553,2.094,0.0476006079451968,40.5372
"Wheat","Denmark","Europe","RCP8.5",2050,5.4727,2.593,0.0939147129729559,79.9788
"Wheat","Egypt","Africa","RCP2.6",2050,11.5609,1.791,1.44907070501639,2.5564
"Wheat","Egypt","Africa","RCP4.5",2050,11.2207,2.094,-1.65608080573301,-2.9216
"Wheat","Egypt","Africa","RCP8.5",2050,10.8219,2.593,-1.24206060429976,-2.1912
"Wheat","Ethiopia","Africa","RCP2.6",2050,2.4572,1.791,0.0907864439816024,58.432
"Wheat","Ethiopia","Africa","RCP4.5",2050,2.3917,2.094,0.00794381384839013,5.11279999999995
"Wheat","Ethiopia","Africa","RCP8.5",2050,1.4371,2.593,0.00737639857350518,4.74759999999999
"Wheat","France","Europe","RCP2.6",2050,7.0028,1.791,-0.00111104169793484,-1.09560000000001
"Wheat","France","Europe","RCP4.5",2050,6.7793,2.094,-0.0340719454033347,-33.5984
"Wheat","France","Europe","RCP8.5",2050,5.7215,2.593,-0.0240725701219213,-23.738
"Wheat","Germany","Europe","RCP2.6",2050,7.3006,1.791,0.00696317154391421,5.8432
"Wheat","Germany","Europe","RCP4.5",2050,6.9262,2.094,-0.00957436087288196,-8.03439999999994
"Wheat","Germany","Europe","RCP8.5",2050,6.6063,2.593,0.0396030381560119,33.2331999999999
"Wheat","Greece","Europe","RCP2.6",2050,4.6424,1.791,-0.0496153848515687,-36.52
"Wheat","Greece","Europe","RCP4.5",2050,4.5554,2.094,-0.057057692579304,-41.998
"Wheat","Greece","Europe","RCP8.5",2050,3.9332,2.593,-0.0575538464278197,-42.3632
"Wheat","Hungary","Europe","RCP2.6",2050,5.5243,1.791,-0.0215076741966112,-13.1472
"Wheat","Hungary","Europe","RCP4.5",2050,4.8907,2.094,-0.0543666208858784,-33.2332
"Wheat","Hungary","Europe","RCP8.5",2050,4.6007,2.593,-0.0501845731254262,-30.6768
"Wheat","India","Asia","RCP2.6",2050,1.6331,1.791,0.0825744473791249,90.5696
"Wheat","India","Asia","RCP4.5",2050,1.3666,2.094,0.0223084192516184,24.4684
"Wheat","India","Asia","RCP8.5",2050,0.8884,2.593,0.0223084192516184,24.4684
"Wheat","Iran","Asia","RCP2.6",2050,2.7785,1.791,0.0622827739812814,5.47800000000002
"Wheat","Iran","Asia","RCP4.5",2050,2.5518,2.094,0.00830436986417093,0.730400000000009
"Wheat","Iran","Asia","RCP8.5",2050,2.3283,2.593,-0.0747393287775374,-6.5736
"Wheat","Italy","Europe","RCP2.6",2050,7.9033,1.791,-0.0349682643244972,-34.3288
"Wheat","Italy","Europe","RCP4.5",2050,7.7951,2.094,-0.0695645258370316,-68.2923999999999
"Wheat","Italy","Europe","RCP8.5",2050,6.6495,2.593,-0.0461283486833794,-45.2848000000001
"Wheat","Kazakstan","Asia","RCP2.6",2050,2.6445,1.791,0.0677249062253466,25.9292
"Wheat","Kazakstan","Asia","RCP4.5",2050,2.5186,2.094,0.0410164925026747,15.7036
"Wheat","Kazakstan","Asia","RCP8.5",2050,2.3391,2.593,0.0600939308760118,23.0076
"Wheat","Mexico","Central and South America","RCP2.6",2050,8.9345,1.791,-0.00642837108459381,-2.5564
"Wheat","Mexico","Central and South America","RCP4.5",2050,8.4971,2.094,-0.0532636461294916,-21.1816
"Wheat","Mexico","Central and South America","RCP8.5",2050,7.8843,2.593,0.040406903960304,16.0688
"Wheat","Morocco","Africa","RCP2.6",2050,2.1644,1.791,-0.0627886209872757,-31.042
"Wheat","Morocco","Africa","RCP4.5",2050,1.989,2.094,-0.0251154483949103,-12.4168
"Wheat","Morocco","Africa","RCP8.5",2050,1.5451,2.593,-0.0169898621494982,-8.39960000000002
"Wheat","Pakistan","Asia","RCP2.6",2050,4.5663,1.791,0.103745436248739,29.5812
"Wheat","Pakistan","Asia","RCP4.5",2050,4.2306,2.094,0.0806908948601301,23.0076
"Wheat","Pakistan","Asia","RCP8.5",2050,3.4245,2.593,0.073006047730594,20.8164
"Wheat","Poland","Europe","RCP2.6",2050,6.2412,1.791,0.0264007446768801,18.6252
"Wheat","Poland","Europe","RCP4.5",2050,5.8335,2.094,0.0191534814322464,13.5124
"Wheat","Poland","Europe","RCP8.5",2050,5.6988,2.593,0.0641900458810418,45.2848
"Wheat","Romania","Europe","RCP2.6",2050,5.9621,1.791,-0.00670091158480096,-6.57359999999997
"Wheat","Romania","Europe","RCP4.5",2050,5.5781,2.094,-0.0212195533518698,-20.8164
"Wheat","Romania","Europe","RCP8.5",2050,5.2265,2.593,-0.0208472804860475,-20.4512
"Wheat","Russia","Europe","RCP2.6",2050,3.7791,1.791,0.0554390462859082,22.2772
"Wheat","Russia","Europe","RCP4.5",2050,3.6154,2.094,0.0490771885153942,19.7208
"Wheat","Russia","Europe","RCP8.5",2050,3.3424,2.593,0.0563478831102674,22.6424
"Wheat","Saudi Arabia","Asia","RCP2.6",2050,4.0952,1.791,0.0735588120146268,6.2084
"Wheat","Saudi Arabia","Asia","RCP4.5",2050,3.8809,2.094,0.064904834130553,5.478
"Wheat","Saudi Arabia","Asia","RCP8.5",2050,3.3633,2.593,0.199041491333696,16.7992
"Wheat","South Africa","Africa","RCP2.6",2050,1.8631,1.791,-0.099221634532976,-28.8508
"Wheat","South Africa","Africa","RCP4.5",2050,1.5799,2.094,-0.0452149220656603,-13.1472000000001
"Wheat","South Africa","Africa","RCP8.5",2050,1.2593,2.593,-0.099221634532976,-28.8508
"Wheat","Spain","Europe","RCP2.6",2050,6.7961,1.791,-0.0979806130965561,-41.2676
"Wheat","Spain","Europe","RCP4.5",2050,6.7773,2.094,-0.111853974242971,-47.1108
"Wheat","Spain","Europe","RCP8.5",2050,6.1081,2.593,-0.116189399601226,-48.9368
"Wheat","Sweden","Europe","RCP2.6",2050,5.8528,1.791,0.0993278232090493,55.8756000000001
"Wheat","Sweden","Europe","RCP4.5",2050,5.3296,2.094,0.0454441021217872,25.564
"Wheat","Sweden","Europe","RCP8.5",2050,5.2566,2.593,0.10192462904458,57.3364000000001
"Wheat","Syria","Africa","RCP2.6",2050,4.4116,1.791,-0.282199321739116,-34.3288
"Wheat","Syria","Africa","RCP4.5",2050,4.0397,2.094,-0.15310814264569,-18.6252
"Wheat","Syria","Africa","RCP8.5",2050,3.5192,2.593,-0.25818235818685,-31.4072
"Wheat","Turkey","Europe","RCP2.6",2050,3.8064,1.791,-0.0461048223558718,-17.1644
"Wheat","Turkey","Europe","RCP4.5",2050,3.562,2.094,-0.0529714980258952,-19.7208
"Wheat","Turkey","Europe","RCP8.5",2050,3.176,2.593,-0.0725905713688196,-27.0248000000001
"Wheat","Turkmenistan_Rep","Asia","RCP2.6",2050,2.6802,1.791,0.0999455262477294,12.782
"Wheat","Turkmenistan_Rep","Asia","RCP4.5",2050,2.4246,2.094,0.0514005563559753,6.57360000000002
"Wheat","Turkmenistan_Rep","Asia","RCP8.5",2050,2.3078,2.593,-0.0456893834275336,-5.84320000000002
"Wheat","Ukraine","Europe","RCP2.6",2050,5.3953,1.791,0.0262588217408623,15.3384
"Wheat","Ukraine","Europe","RCP4.5",2050,5.1894,2.094,0.0150050409947784,8.76479999999999
"Wheat","Ukraine","Europe","RCP8.5",2050,4.8666,2.593,0.0125042008289821,7.304
"Wheat","United Kingdom","Europe","RCP2.6",2050,7.2753,1.791,0.0240264306078305,34.3288
"Wheat","United Kingdom","Europe","RCP4.5",2050,6.98,2.094,0.00178920227930658,2.55640000000008
"Wheat","United Kingdom","Europe","RCP8.5",2050,6.6139,2.593,0.0099684126989935,14.2428
"Wheat","United States","North America","RCP2.6",2050,7.3323,1.791,0.0169863839678722,20.4512
"Wheat","United States","North America","RCP4.5",2050,6.7761,2.094,0.00303328285140573,3.65199999999998
"Wheat","United States","North America","RCP8.5",2050,5.6237,2.593,0.0106164899799201,12.782
"Wheat","Uzbekistan","Asia","RCP2.6",2050,3.1013,1.791,0.0712254838394907,10.5908
"Wheat","Uzbekistan","Asia","RCP4.5",2050,2.8234,2.094,0.00736815350063696,1.0956
"Wheat","Uzbekistan","Asia","RCP8.5",2050,2.8613,2.593,-0.0908738931745226,-13.5124
"Wheat","Afghanistan","Asia","RCP2.6",2050,2.7153,1.791,0.0267197386929462,12.782
"Wheat","Afghanistan","Asia","RCP4.5",2050,2.6222,2.094,0.00458052663307643,2.19119999999997
"Wheat","Afghanistan","Asia","RCP8.5",2050,2.6671,2.593,-0.03053684422051,-14.608
"Wheat","Algeria","Africa","RCP2.6",2050,2.2101,1.791,-0.923737551860279,-14.608
"Wheat","Algeria","Africa","RCP4.5",2050,2.3883,2.094,-0.993017868249799,-15.7036
"Wheat","Algeria","Africa","RCP8.5",2050,2.069,2.593,0.646616286302195,10.2256
"Wheat","Argentina","Central and South America","RCP2.6",2050,3.2143,1.791,-0.0948193973108878,-47.8411999999999
"Wheat","Argentina","Central and South America","RCP4.5",2050,3.0684,2.094,-0.0513906657181147,-25.9291999999999
"Wheat","Argentina","Central and South America","RCP8.5",2050,2.6446,2.593,-0.0535621022977535,-27.0248
"Wheat","Australia","Australasia","RCP2.6",2050,1.0702,1.791,-0.0771199978538723,-17.8948
"Wheat","Australia","Australasia","RCP4.5",2050,1.0147,2.094,-0.0692506103177629,-16.0688
"Wheat","Australia","Australasia","RCP8.5",2050,0.9966,2.593,-0.116466935534419,-27.0248
"Wheat","Brazil","Central and South America","RCP2.6",2050,0.628,1.791,0.0147187169589799,22.2772000000002
"Wheat","Brazil","Central and South America","RCP4.5",2050,0.5423,2.094,0.0523600259032557,79.2484
"Wheat","Brazil","Central and South America","RCP8.5",2050,0.4521,2.593,-0.0378825993862265,-57.3364
"Wheat","Bulgaria","Europe","RCP2.6",2050,4.5441,1.791,-0.0134620982867991,-11.3212
"Wheat","Bulgaria","Europe","RCP4.5",2050,4.694,2.094,-0.0290955027488885,-24.4684000000001
"Wheat","Bulgaria","Europe","RCP8.5",2050,4.2729,2.593,-0.0151991432270312,-12.782
"Wheat","Canada","North America","RCP2.6",2050,4.186,1.791,0.00329282378646462,1.82600000000001
"Wheat","Canada","North America","RCP4.5",2050,4.0813,2.094,-0.0032928237864646,-1.826
"Wheat","Canada","North America","RCP8.5",2050,3.9033,2.593,0.0566365691271909,31.4071999999999
"Wheat","China","Asia","RCP2.6",2050,6.3218,1.791,0.188057250569466,73.4052
"Wheat","China","Asia","RCP4.5",2050,6.3202,2.094,0.216125496923118,84.3612
"Wheat","China","Asia","RCP8.5",2050,6.0727,2.593,0.229224011888156,89.474
"Wheat","Czech Republic","Europe","RCP2.6",2050,6.9182,1.791,-0.0167762109639662,-13.5124
"Wheat","Czech Republic","Europe","RCP4.5",2050,6.8255,2.094,-0.0317387774993956,-25.5640000000001
"Wheat","Czech Republic","Europe","RCP8.5",2050,6.835,2.593,0.00453411107134226,3.65200000000004
"Wheat","Denmark","Europe","RCP2.6",2050,6.6182,1.791,0.0471717736393843,40.172
"Wheat","Denmark","Europe","RCP4.5",2050,6.2664,2.094,0.0476006079451968,40.5372
"Wheat","Denmark","Europe","RCP8.5",2050,6.5584,2.593,0.0939147129729559,79.9788
"Wheat","Egypt","Africa","RCP2.6",2050,12.2124,1.791,1.44907070501639,2.5564
"Wheat","Egypt","Africa","RCP4.5",2050,12.3161,2.094,-1.65608080573301,-2.9216
"Wheat","Egypt","Africa","RCP8.5",2050,12.3606,2.593,-1.24206060429976,-2.1912
"Wheat","Ethiopia","Africa","RCP2.6",2050,2.6799,1.791,0.0907864439816024,58.432
"Wheat","Ethiopia","Africa","RCP4.5",2050,2.7782,2.094,0.00794381384839013,5.11279999999995
"Wheat","Ethiopia","Africa","RCP8.5",2050,1.8054,2.593,0.00737639857350518,4.74759999999999
"Wheat","France","Europe","RCP2.6",2050,7.4101,1.791,-0.00111104169793484,-1.09560000000001
"Wheat","France","Europe","RCP4.5",2050,7.4642,2.094,-0.0340719454033347,-33.5984
"Wheat","France","Europe","RCP8.5",2050,6.5938,2.593,-0.0240725701219213,-23.738
"Wheat","Germany","Europe","RCP2.6",2050,7.7811,1.791,0.00696317154391421,5.8432
"Wheat","Germany","Europe","RCP4.5",2050,7.732,2.094,-0.00957436087288196,-8.03439999999994
"Wheat","Germany","Europe","RCP8.5",2050,7.6285,2.593,0.0396030381560119,33.2331999999999
"Wheat","Greece","Europe","RCP2.6",2050,4.9559,1.791,-0.0496153848515687,-36.52
"Wheat","Greece","Europe","RCP4.5",2050,5.1388,2.094,-0.057057692579304,-41.998
"Wheat","Greece","Europe","RCP8.5",2050,4.6639,2.593,-0.0575538464278197,-42.3632
"Wheat","Hungary","Europe","RCP2.6",2050,5.8124,1.791,-0.0215076741966112,-13.1472
"Wheat","Hungary","Europe","RCP4.5",2050,5.3681,2.094,-0.0543666208858784,-33.2332
"Wheat","Hungary","Europe","RCP8.5",2050,5.1326,2.593,-0.0501845731254262,-30.6768
"Wheat","India","Asia","RCP2.6",2050,1.7085,1.791,0.0825744473791249,90.5696
"Wheat","India","Asia","RCP4.5",2050,1.4874,2.094,0.0223084192516184,24.4684
"Wheat","India","Asia","RCP8.5",2050,0.9903,2.593,0.0223084192516184,24.4684
