"crop","country","region","climate_scenario","future_mid_point","projected_yield_t_ha","global_delta_t_from_pre_industrial_period","drought_index","annual_precipitation_change_each_study_mm"
"Maize","Pakistan","Asia","RCP8.5",2054,5.60388,2.5,0.204388080283599,87.648
"Maize","Pakistan","Asia","RCP8.5",2054,7.9458,2.5,0.204388080283599,87.648
"Maize","United States","North America","RCP4.5",2070,4.06741266,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,4.6484469,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,7.47070488,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,4.34096658,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,4.6402722,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,7.11010854,3,0.08689413014339,91.5
"Maize","United States","North America","RCP6.0",2090,4.150404,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,4.3163811,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,7.1387451,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,4.6402722,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,4.79001708,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,7.03528074,4,0.130341195215085,137.25
"Maize","United States","North America","RCP4.5",2070,3.79013688,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,3.44559978,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,7.4942469,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,3.88340658,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,4.03873146,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,7.30074366,3,0.08689413014339,91.5
"Maize","United States","North America","RCP6.0",2090,3.87637578,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,3.87637578,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,7.4942469,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,4.27171878,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,4.42704366,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,7.45606854,4,0.130341195215085,137.25
"Maize","United States","North America","RCP4.5",2070,3.29727222,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,3.97366866,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,7.43996466,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,3.73521294,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,3.96390366,3,0.08689413014339,91.5
"Maize","United States","North America","RCP4.5",2070,7.2418356,3,0.08689413014339,91.5
"Maize","United States","North America","RCP6.0",2090,3.3817869,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,4.14269244,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,6.76366866,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,3.81150828,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,4.57376976,4,0.130341195215085,137.25
"Maize","United States","North America","RCP6.0",2090,6.7081644,4,0.130341195215085,137.25
"Maize","Iran","Asia","RCP2.6",2028,9.68,1.58,-0.181845863886163,-54.1
"Maize","Iran","Asia","RCP2.6",2053,9.85,1.99,-0.113275519648127,-33.7
"Maize","Iran","Asia","RCP2.6",2078,10.2,1.98,-0.093780029619666,-27.9
"Maize","Iran","Asia","RCP8.5",2028,10.02,1.73,-0.106552936879692,-31.7
"Maize","Iran","Asia","RCP8.5",2053,9.68,2.89,-0.0927716422044008,-27.6
"Maize","Iran","Asia","RCP8.5",2078,9.33,4.27,-0.0278987184890046,-8.3
"Maize","Canada","North America","RCP4.5",2055,7.5191,2.53,0.0285519417080589,26
"Maize","Canada","North America","RCP4.5",2085,6.6345,2.98,0.0219630320831222,20
"Maize","Canada","North America","RCP8.5",2055,6.89988,3.23,0.149348618165231,136
"Maize","Canada","North America","RCP8.5",2085,5.21914,4.93,0.106520705603143,97
"Maize","Canada","North America","RCP4.5",2055,7.25372,2.53,0.0285519417080589,26
"Maize","Canada","North America","RCP4.5",2085,6.6345,2.98,0.0219630320831222,20
"Maize","Canada","North America","RCP8.5",2055,6.54604,3.23,0.149348618165231,136
"Maize","Canada","North America","RCP8.5",2085,4.95376,4.93,0.106520705603143,97
"Maize","Canada","North America","RCP4.5",2055,10.341,2.53,0.0285519417080589,26
"Maize","Canada","North America","RCP4.5",2085,9.112,2.98,0.0219630320831222,20
"Maize","Canada","North America","RCP8.5",2055,9.266,3.23,0.149348618165231,136
"Maize","Canada","North America","RCP8.5",2085,7.269,4.93,0.106520705603143,97
"Maize","China","Asia","RCP2.6",2100,0.63751,2.08,0.35405615755566,178
"Maize","China","Asia","RCP4.5",2100,0.65908,3.23,0.35604523709249,179
"Maize","China","Asia","RCP8.5",2100,0.59068,5.35,0.467433691154944,235
"Maize","China","Asia","RCP2.6",2100,0.64511,2.08,0.35405615755566,178
"Maize","China","Asia","RCP4.5",2100,0.66687,3.23,0.35604523709249,179
"Maize","China","Asia","RCP8.5",2100,0.59639,5.35,0.467433691154944,235
"Maize","China","Asia","RCP2.6",2100,0.70357,2.08,0.35405615755566,178
"Maize","China","Asia","RCP4.5",2100,0.74138,3.23,0.35604523709249,179
"Maize","China","Asia","RCP8.5",2100,0.6631,5.35,0.467433691154944,235
"Maize","China","Asia","RCP2.6",2100,0.66329,2.08,0.35405615755566,178
"Maize","China","Asia","RCP4.5",2100,0.70339,3.23,0.35604523709249,179
"Maize","China","Asia","RCP8.5",2100,0.62554,5.35,0.467433691154944,235
"Maize","Iran","Asia","RCP4.5",2055,7.6694992716,1.84,-0.00899297196371549,-1.2536
"Maize","Iran","Asia","RCP8.5",2055,7.6424568642,2.35,0.0359718878548619,5.0144
"Maize","Iran","Asia","RCP4.5",2055,7.573336,1.84,-0.00899297196371549,-1.2536
"Maize","Iran","Asia","RCP8.5",2055,7.546664,2.35,0.0359718878548619,5.0144
"Maize","Iran","Asia","RCP4.5",2055,7.1694257284,1.84,-0.00899297196371549,-1.2536
"Maize","Iran","Asia","RCP8.5",2055,7.1526371852,2.35,0.0359718878548619,5.0144
"Maize","Iran","Asia","RCP4.5",2055,8.0042429136,1.84,-0.00899297196371549,-1.2536
"Maize","Iran","Asia","RCP8.5",2055,7.9852238148,2.35,0.0359718878548619,5.0144
"Maize","Iran","Asia","RCP4.5",2055,8.5846788642,1.84,-0.00899297196371549,-1.2536
"Maize","Iran","Asia","RCP8.5",2055,8.5036902963,2.35,0.0359718878548619,5.0144
"Maize","Iran","Asia","RCP4.5",2055,8.0993041852,1.84,-0.00899297196371549,-1.2536
"Maize","Iran","Asia","RCP8.5",2055,8.0612745432,2.35,0.0359718878548619,5.0144
"Maize","Iran","Asia","RCP4.5",2055,7.3691491748,1.84,0.0291098887709063,5.493125
"Maize","Iran","Asia","RCP8.5",2055,7.3691491748,2.35,-0.0173420613954336,-3.2725
"Maize","Iran","Asia","RCP4.5",2055,6.950309288,1.84,0.0291098887709063,5.493125
"Maize","Iran","Asia","RCP8.5",2055,6.933649644,2.35,-0.0173420613954336,-3.2725
"Maize","Iran","Asia","RCP4.5",2055,6.8844043617,1.84,0.0291098887709063,5.493125
"Maize","Iran","Asia","RCP8.5",2055,6.8680010025,2.35,-0.0173420613954336,-3.2725
"Maize","Iran","Asia","RCP4.5",2055,7.0419446885,1.84,0.0291098887709063,5.493125
"Maize","Iran","Asia","RCP8.5",2055,6.966968932,2.35,-0.0173420613954336,-3.2725
"Maize","Iran","Asia","RCP4.5",2055,8.0388321552,1.84,0.0291098887709063,5.493125
"Maize","Iran","Asia","RCP8.5",2055,7.9619412816,2.35,-0.0173420613954336,-3.2725
"Maize","Iran","Asia","RCP4.5",2055,7.6191367725,1.84,0.0291098887709063,5.493125
"Maize","Iran","Asia","RCP8.5",2055,7.5736353528,2.35,-0.0173420613954336,-3.2725
"Maize","Iran","Asia","RCP4.5",2055,8.9759513679,1.84,0.00405432956899553,1.7920012
"Maize","Iran","Asia","RCP8.5",2055,8.9759513679,2.35,-0.00884580996871751,-3.9098208
"Maize","Iran","Asia","RCP4.5",2055,8.0869925418,1.84,0.00405432956899553,1.7920012
"Maize","Iran","Asia","RCP8.5",2055,8.0869925418,2.35,-0.00884580996871751,-3.9098208
"Maize","Iran","Asia","RCP4.5",2055,7.4348,1.84,0.00405432956899553,1.7920012
"Maize","Iran","Asia","RCP8.5",2055,7.2060386388,2.35,-0.00884580996871751,-3.9098208
"Maize","Iran","Asia","RCP4.5",2055,8.5966658796,1.84,0.00405432956899553,1.7920012
"Maize","Iran","Asia","RCP8.5",2055,8.7230823612,2.35,-0.00884580996871751,-3.9098208
"Maize","Iran","Asia","RCP4.5",2055,9.302973806,1.84,0.00405432956899553,1.7920012
"Maize","Iran","Asia","RCP8.5",2055,7.777888495,2.35,-0.00884580996871751,-3.9098208
"Maize","Iran","Asia","RCP4.5",2055,8.7089955184,1.84,0.00405432956899553,1.7920012
"Maize","Iran","Asia","RCP8.5",2055,8.5685334448,2.35,-0.00884580996871751,-3.9098208
"Maize","Iran","Asia","RCP4.5",2055,8.489997,1.84,0.0243406223597972,4.384375
"Maize","Iran","Asia","RCP8.5",2055,8.489997,2.35,-0.0201074706450498,-3.621875
"Maize","Iran","Asia","RCP4.5",2055,7.728868,1.84,0.0243406223597972,4.384375
"Maize","Iran","Asia","RCP8.5",2055,7.8293597284,2.35,-0.0201074706450498,-3.621875
"Maize","Iran","Asia","RCP4.5",2055,8.0707798148,1.84,0.0243406223597972,4.384375
"Maize","Iran","Asia","RCP8.5",2055,8.0137481852,2.35,-0.0201074706450498,-3.621875
"Maize","Iran","Asia","RCP4.5",2055,7.0073788148,1.84,0.0243406223597972,4.384375
"Maize","Iran","Asia","RCP8.5",2055,7.0073788148,2.35,-0.0201074706450498,-3.621875
"Maize","Iran","Asia","RCP4.5",2055,8.4345794321,1.84,0.0243406223597972,4.384375
"Maize","Iran","Asia","RCP8.5",2055,8.355566,2.35,-0.0201074706450498,-3.621875
"Maize","Iran","Asia","RCP4.5",2055,7.0562625926,1.84,0.0243406223597972,4.384375
"Maize","Iran","Asia","RCP8.5",2055,7.0073788148,2.35,-0.0201074706450498,-3.621875
"Maize","Iran","Asia","RCP4.5",2055,8.182464,1.84,0.0728703573618722,20.39301605
"Maize","Iran","Asia","RCP8.5",2055,8.0688215078,2.35,0.0404033664580678,11.3070188
"Maize","Iran","Asia","RCP4.5",2055,7.4138599003,1.84,0.0728703573618722,20.39301605
"Maize","Iran","Asia","RCP8.5",2055,7.1925560997,2.35,0.0404033664580678,11.3070188
"Maize","Iran","Asia","RCP4.5",2055,7.6262,1.84,0.0728703573618722,20.39301605
"Maize","Iran","Asia","RCP8.5",2055,7.016104,2.35,0.0404033664580678,11.3070188
"Maize","Iran","Asia","RCP4.5",2055,8.900224,1.84,0.0728703573618722,20.39301605
"Maize","Iran","Asia","RCP8.5",2055,8.4217149408,2.35,0.0404033664580678,11.3070188
"Maize","Iran","Asia","RCP4.5",2055,7.9147517134,1.84,0.0728703573618722,20.39301605
"Maize","Iran","Asia","RCP8.5",2055,7.796624,2.35,0.0404033664580678,11.3070188
"Maize","Iran","Asia","RCP4.5",2055,7.5245198754,1.84,0.0728703573618722,20.39301605
"Maize","Iran","Asia","RCP8.5",2055,7.2194718754,2.35,0.0404033664580678,11.3070188
"Maize","Iran","Asia","RCP4.5",2055,9.3552114582,1.84,-0.0465317204492639,-25.61089915
"Maize","Iran","Asia","RCP8.5",2055,9.2067123612,2.35,-0.0868965863811555,-47.82758275
"Maize","Iran","Asia","RCP4.5",2055,8.961895398,1.84,-0.0465317204492639,-25.61089915
"Maize","Iran","Asia","RCP8.5",2055,8.8073761505,2.35,-0.0868965863811555,-47.82758275
"Maize","Iran","Asia","RCP4.5",2055,9.2709238495,1.84,-0.0465317204492639,-25.61089915
"Maize","Iran","Asia","RCP8.5",2055,8.3438284515,2.35,-0.0868965863811555,-47.82758275
"Maize","Iran","Asia","RCP4.5",2055,8.4561921204,1.84,-0.0465317204492639,-25.61089915
"Maize","Iran","Asia","RCP8.5",2055,7.5933160602,2.35,-0.0868965863811555,-47.82758275
"Maize","Iran","Asia","RCP4.5",2055,10.2020506622,1.84,-0.0465317204492639,-25.61089915
"Maize","Iran","Asia","RCP8.5",2055,10.0375080134,2.35,-0.0868965863811555,-47.82758275
"Maize","Iran","Asia","RCP4.5",2055,10.01736,1.84,-0.0465317204492639,-25.61089915
"Maize","Iran","Asia","RCP8.5",2055,9.5036530836,2.35,-0.0868965863811555,-47.82758275
"Maize","Iran","Asia","RCP4.5",2055,8.3217462029,1.84,0.175040183827019,55.6565625
"Maize","Iran","Asia","RCP8.5",2055,8.178265,2.35,0.0183894356549786,5.8471875
"Maize","Iran","Asia","RCP4.5",2055,9.7390963768,1.84,0.175040183827019,55.6565625
"Maize","Iran","Asia","RCP8.5",2055,9.58692,2.35,0.0183894356549786,5.8471875
"Maize","Iran","Asia","RCP4.5",2055,9.2825763768,1.84,0.175040183827019,55.6565625
"Maize","Iran","Asia","RCP8.5",2055,9.1304,2.35,0.0183894356549786,5.8471875
"Maize","Iran","Asia","RCP4.5",2055,9.4456117681,1.84,0.175040183827019,55.6565625
"Maize","Iran","Asia","RCP8.5",2055,9.9608267681,2.35,0.0183894356549786,5.8471875
"Maize","Iran","Asia","RCP4.5",2055,9.4913267826,1.84,0.175040183827019,55.6565625
"Maize","Iran","Asia","RCP8.5",2055,9.6522,2.35,0.0183894356549786,5.8471875
"Maize","Iran","Asia","RCP4.5",2055,9.7565237971,1.84,0.175040183827019,55.6565625
"Maize","Iran","Asia","RCP8.5",2055,9.46957,2.35,0.0183894356549786,5.8471875
"Maize","Iran","Asia","RCP4.5",2055,7.962884,1.84,0.0241072990227348,9.09375
"Maize","Iran","Asia","RCP8.5",2055,8.10382,2.35,-0.00522324812159253,-1.9703125
"Maize","Iran","Asia","RCP4.5",2055,8.3949216,1.84,0.0241072990227348,9.09375
"Maize","Iran","Asia","RCP8.5",2055,7.7821536,2.35,-0.00522324812159253,-1.9703125
"Maize","Iran","Asia","RCP4.5",2055,6.3380808,1.84,0.0241072990227348,9.09375
"Maize","Iran","Asia","RCP8.5",2055,7.1673624,2.35,-0.00522324812159253,-1.9703125
"Maize","Iran","Asia","RCP4.5",2055,8.548064,1.84,0.0241072990227348,9.09375
"Maize","Iran","Asia","RCP8.5",2055,7.445088,2.35,-0.00522324812159253,-1.9703125
"Maize","Iran","Asia","RCP4.5",2055,7.935312,1.84,0.0241072990227348,9.09375
"Maize","Iran","Asia","RCP8.5",2055,7.4818656,2.35,-0.00522324812159253,-1.9703125
"Maize","Iran","Asia","RCP4.5",2055,7.506408,1.84,0.0241072990227348,9.09375
"Maize","Iran","Asia","RCP8.5",2055,7.0774704,2.35,-0.00522324812159253,-1.9703125
"Maize","Iran","Asia","RCP4.5",2055,7.1359210494,1.84,0.132569174974158,49.31470035
"Maize","Iran","Asia","RCP8.5",2055,6.5062789506,2.35,0.0528624747560507,19.6644288
"Maize","Iran","Asia","RCP4.5",2055,5.6900827984,1.84,0.132569174974158,49.31470035
"Maize","Iran","Asia","RCP8.5",2055,6.4363172016,2.35,0.0528624747560507,19.6644288
"Maize","Iran","Asia","RCP4.5",2055,0.110772,1.84,0.132569174974158,49.31470035
"Maize","Iran","Asia","RCP8.5",2055,0,2.35,0.0528624747560507,19.6644288
"Maize","Iran","Asia","RCP4.5",2055,9.3551355336,1.84,0.132569174974158,49.31470035
"Maize","Iran","Asia","RCP8.5",2055,8.8712477668,2.35,0.0528624747560507,19.6644288
"Maize","Iran","Asia","RCP4.5",2055,9.8798414834,1.84,0.132569174974158,49.31470035
"Maize","Iran","Asia","RCP8.5",2055,8.9237244502,2.35,0.0528624747560507,19.6644288
"Maize","Iran","Asia","RCP4.5",2055,10.0003122332,1.84,0.132569174974158,49.31470035
"Maize","Iran","Asia","RCP8.5",2055,9.1938361166,2.35,0.0528624747560507,19.6644288
"Maize","Argentina","Central and South America","RCP2.6",2030,3.8999,1.587,-0.0542859144909662,-27.3899999999999
"Maize","Argentina","Central and South America","RCP4.5",2030,3.816,1.572,-0.0376382340470701,-18.9904
"Maize","Argentina","Central and South America","RCP8.5",2030,3.6033,1.728,-0.0448763559791989,-22.6424
"Maize","Austria","Europe","RCP2.6",2030,5.8311,1.587,-0.0579251147833233,-84.3612
"Maize","Austria","Europe","RCP4.5",2030,5.8658,1.572,-0.0516561629669463,-75.2312
"Maize","Austria","Europe","RCP8.5",2030,5.9346,1.728,-0.0263295976287833,-38.346
"Maize","Brazil","Central and South America","RCP2.6",2030,4.2331,1.587,-0.0149600074009302,-22.6424
"Maize","Brazil","Central and South America","RCP4.5",2030,4.1378,1.572,0.0142361360750788,21.5468000000001
"Maize","Brazil","Central and South America","RCP8.5",2030,3.8486,1.728,-0.0265419486145536,-40.172
"Maize","Canada","North America","RCP2.6",2030,8.422,1.587,0.0408310149521608,22.6423999999999
"Maize","Canada","North America","RCP4.5",2030,8.4348,1.572,0.0428067092240398,23.738
"Maize","Canada","North America","RCP8.5",2030,8.3419,1.728,0.106687490681453,59.1624
"Maize","China","Asia","RCP2.6",2030,6.9559,1.587,0.0879471719081087,34.3288
"Maize","China","Asia","RCP4.5",2030,6.9825,1.572,0.118822242897126,46.3804
"Maize","China","Asia","RCP8.5",2030,6.7352,1.728,0.0486516270129963,18.9904
"Maize","Croatia","Europe","RCP2.6",2030,6.2142,1.587,-0.0506982976732407,-73.7704
"Maize","Croatia","Europe","RCP4.5",2030,6.1484,1.572,-0.065004252957274,-94.5868
"Maize","Croatia","Europe","RCP8.5",2030,6.2907,1.728,-0.0514512426881899,-74.866
"Maize","Egypt","Africa","RCP2.6",2030,0.6048,1.587,-0.62103030214988,-1.0956
"Maize","Egypt","Africa","RCP4.5",2030,0.5587,1.572,4.02764302555218e-16,7.105427357601e-16
"Maize","Egypt","Africa","RCP8.5",2030,0.5166,1.728,-1.86309090644964,-3.2868
"Maize","Ethiopia","Africa","RCP2.6",2030,5.1381,1.587,0.0465280525405712,29.9464
"Maize","Ethiopia","Africa","RCP4.5",2030,4.5775,1.572,-0.0533370358391914,-34.3288
"Maize","Ethiopia","Africa","RCP8.5",2030,3.9081,1.728,0.0561741122136165,36.1548
"Maize","France","Europe","RCP2.6",2030,8.4424,1.587,-0.031849862007465,-31.4072
"Maize","France","Europe","RCP4.5",2030,8.3948,1.572,-0.045182362382683,-44.5544
"Maize","France","Europe","RCP8.5",2030,8.0665,1.728,-0.0107400697467033,-10.5908
"Maize","Germany","Europe","RCP2.6",2030,6.5717,1.587,-0.0165375324167964,-13.8776000000001
"Maize","Germany","Europe","RCP4.5",2030,6.6566,1.572,-0.00478718043644099,-4.01719999999998
"Maize","Germany","Europe","RCP8.5",2030,6.646,1.728,0.0343806594980764,28.8508
"Maize","Greece","Europe","RCP2.6",2030,6.9316,1.587,-0.0520961540941472,-38.346
"Maize","Greece","Europe","RCP4.5",2030,6.9957,1.572,-0.0565615387307884,-41.6328
"Maize","Greece","Europe","RCP8.5",2030,6.4619,1.728,-0.0466384617604746,-34.3288
"Maize","Hungary","Europe","RCP2.6",2030,6.0646,1.587,-0.0681076349559356,-41.6328
"Maize","Hungary","Europe","RCP4.5",2030,6.1373,1.572,-0.0836409552090437,-51.128
"Maize","Hungary","Europe","RCP8.5",2030,6.0545,1.728,-0.0322615112949168,-19.7208
"Maize","India","Asia","RCP2.6",2030,1.0377,1.587,0.0622637970157111,68.2924
"Maize","India","Asia","RCP4.5",2030,0.9635,1.572,-0.00699219110871618,-7.66919999999996
"Maize","India","Asia","RCP8.5",2030,0.8785,1.728,0.032630225174009,35.7896
"Maize","Indonesia","Asia","RCP2.6",2030,2.2847,1.587,-0.0214906158152218,-83.6308
"Maize","Indonesia","Asia","RCP4.5",2030,2.1779,1.572,0.0076014841966505,29.5812
"Maize","Indonesia","Asia","RCP8.5",2030,1.9453,1.728,0.0115429945208396,44.9195999999999
"Maize","Iran","Asia","RCP2.6",2030,1.4049,1.587,0.207609246604271,18.26
"Maize","Iran","Asia","RCP4.5",2030,1.3337,1.572,0.0996524383700503,8.76480000000003
"Maize","Iran","Asia","RCP8.5",2030,1.1874,1.728,-0.182696137011758,-16.0688
"Maize","Italy","Europe","RCP2.6",2030,8.929,1.587,-0.0848166411275039,-83.2656
"Maize","Italy","Europe","RCP4.5",2030,8.9404,1.572,-0.097464736734237,-95.6824
"Maize","Italy","Europe","RCP8.5",2030,8.4954,1.728,-0.0498483768030067,-48.9368
"Maize","Kenya","Africa","RCP2.6",2030,4.5152,1.587,0.0348651241814901,45.2848
"Maize","Kenya","Africa","RCP4.5",2030,4.1032,1.572,0.00506106641344213,6.57360000000001
"Maize","Kenya","Africa","RCP8.5",2030,3.8328,1.728,0.0368333166756065,47.8412
"Maize","Korea_Dem_People's_Rep","Asia","RCP2.6",2030,4.9176,1.587,0.0945508100947283,77.4224000000001
"Maize","Korea_Dem_People's_Rep","Asia","RCP4.5",2030,4.8703,1.572,0.0972267764181639,79.6136
"Maize","Korea_Dem_People's_Rep","Asia","RCP8.5",2030,4.8455,1.728,0.033003584655707,27.0248
"Maize","Malawi","Africa","RCP2.6",2030,3.0056,1.587,-0.0341045168021239,-36.8852
"Maize","Malawi","Africa","RCP4.5",2030,2.6616,1.572,-0.0357928592180706,-38.7112
"Maize","Malawi","Africa","RCP8.5",2030,2.3428,1.728,-0.00607803269740817,-6.57359999999994
"Maize","Mexico","Central and South America","RCP2.6",2030,6.3289,1.587,0.0165300970746698,6.57359999999999
"Maize","Mexico","Central and South America","RCP4.5",2030,6.151,1.572,-0.105608953532613,-41.998
"Maize","Mexico","Central and South America","RCP8.5",2030,5.9352,1.728,0.0330601941493399,13.1472000000001
"Maize","Nepal","Asia","RCP2.6",2030,0.8744,1.587,0.0344363761113223,91.2999999999999
"Maize","Nepal","Asia","RCP4.5",2030,0.8021,1.572,-0.00564756568225686,-14.9732
"Maize","Nepal","Asia","RCP8.5",2030,0.7285,1.728,0.0443540524313832,117.5944
"Maize","Nigeria","Africa","RCP2.6",2030,0.4918,1.587,-0.0187329383172866,-24.8336
"Maize","Nigeria","Africa","RCP4.5",2030,0.5186,1.572,0.0424245956009138,56.2408
"Maize","Nigeria","Africa","RCP8.5",2030,0.4138,1.728,0.03829232979563,50.7628
"Maize","Pakistan","Asia","RCP2.6",2030,0.8064,1.587,0.0678828163109031,19.3556
"Maize","Pakistan","Asia","RCP4.5",2030,0.7899,1.572,0.0461090827772172,13.1472
"Maize","Pakistan","Asia","RCP8.5",2030,0.779,1.728,-0.0294585806632221,-8.39959999999999
"Maize","Paraguay","Central and South America","RCP2.6",2030,2.5509,1.587,-0.0179464630376302,-21.1815999999999
"Maize","Paraguay","Central and South America","RCP4.5",2030,2.4,1.572,0.0655974166203037,77.4224
"Maize","Paraguay","Central and South America","RCP8.5",2030,1.9208,1.728,-0.0532205455598691,-62.8144000000001
"Maize","Philippines","Asia","RCP2.6",2030,2.4377,1.587,0.0619615753069657,149.732
"Maize","Philippines","Asia","RCP4.5",2030,2.3804,1.572,0.0841770669414143,203.4164
"Maize","Philippines","Asia","RCP8.5",2030,2.1604,1.728,0.0451866122360555,109.1948
"Maize","Poland","Europe","RCP2.6",2030,6.0127,1.587,-6.44592740117752e-17,-4.54747350886464e-14
"Maize","Poland","Europe","RCP4.5",2030,6.2119,1.572,-0.00310596996198587,-2.19119999999998
"Maize","Poland","Europe","RCP8.5",2030,6.3058,1.728,0.0543544743347532,38.346
"Maize","Romania","Europe","RCP2.6",2030,6.6193,1.587,-0.0193581890227584,-18.9904
"Maize","Romania","Europe","RCP4.5",2030,6.6488,1.572,-0.0156354603645357,-15.3384
"Maize","Romania","Europe","RCP8.5",2030,6.3178,1.728,-0.00409500152404505,-4.0172
"Maize","Russia","Europe","RCP2.6",2030,4.8954,1.587,0.0399888202718027,16.0688
"Maize","Russia","Europe","RCP4.5",2030,4.7117,1.572,0.0254474310820562,10.2256
"Maize","Russia","Europe","RCP8.5",2030,4.6331,1.728,0.0508948621641125,20.4512
"Maize","South Africa","Africa","RCP2.6",2030,8.2894,1.587,-0.143180586541256,-41.6328
"Maize","South Africa","Africa","RCP4.5",2030,7.8634,1.572,-0.0163276107459328,-4.74760000000001
"Maize","South Africa","Africa","RCP8.5",2030,7.4736,1.728,-0.087917904016561,-25.564
"Maize","Spain","Europe","RCP2.6",2030,7.3647,1.587,-0.12052482495948,-50.7628
"Maize","Spain","Europe","RCP4.5",2030,7.2477,1.572,-0.108385633956367,-45.65
"Maize","Spain","Europe","RCP8.5",2030,6.7431,1.728,-0.107518548884716,-45.2848
"Maize","Tanzania","Africa","RCP2.6",2030,1.8667,1.587,0.0391160739255024,24.1032
"Maize","Tanzania","Africa","RCP4.5",2030,1.6009,1.572,0.0266700504037516,16.434
"Maize","Tanzania","Africa","RCP8.5",2030,1.4537,1.728,0.114384882842757,70.4836
"Maize","Thailand","Asia","RCP2.6",2030,0.4819,1.587,0.029406009685851,36.8852
"Maize","Thailand","Asia","RCP4.5",2030,0.4936,1.572,0.0564828304856939,70.8487999999999
"Maize","Thailand","Asia","RCP8.5",2030,0.3558,1.728,0.009316755544032,11.6864
"Maize","Turkey","Europe","RCP2.6",2030,3.1818,1.587,-0.0372762393515559,-13.8776
"Maize","Turkey","Europe","RCP4.5",2030,3.1207,1.572,0,0
"Maize","Turkey","Europe","RCP8.5",2030,2.9917,1.728,-0.0313905173486786,-11.6864
"Maize","Uganda","Africa","RCP2.6",2030,5.3503,1.587,0.0308498587345993,35.7896
"Maize","Uganda","Africa","RCP4.5",2030,4.781,1.572,-0.0459599936250152,-53.3191999999999
"Maize","Uganda","Africa","RCP8.5",2030,4.676,1.728,0.0125917790753468,14.6080000000001
"Maize","Ukraine","Europe","RCP2.6",2030,6.3987,1.587,-0.0106285707046347,-6.20839999999996
"Maize","Ukraine","Europe","RCP4.5",2030,6.558,1.572,0.0231327715336168,13.5124
"Maize","Ukraine","Europe","RCP8.5",2030,6.0934,1.728,0.0162554610776767,9.49520000000002
"Maize","United States","North America","RCP2.6",2030,8.2044,1.587,-1.88852319436761e-17,-2.27373675443232e-14
"Maize","United States","North America","RCP4.5",2030,8.3338,1.572,0.00485325256224922,5.84320000000002
"Maize","United States","North America","RCP8.5",2030,7.9042,1.728,0.0185030253935751,22.2772
"Maize","Venezuela","Central and South America","RCP2.6",2030,3.389,1.587,-0.0152689646055503,-40.172
"Maize","Venezuela","Central and South America","RCP4.5",2030,3.6219,1.572,-0.00805090861019921,-21.1815999999999
"Maize","Venezuela","Central and South America","RCP8.5",2030,3.0876,1.728,0.000416426307424087,1.09559999999997
"Maize","Vietnam","Asia","RCP2.6",2030,1.9792,1.587,0.018251739595373,35.0591999999998
"Maize","Vietnam","Asia","RCP4.5",2030,1.9419,1.572,0.026046753380897,50.0323999999998
"Maize","Vietnam","Asia","RCP8.5",2030,1.7284,1.728,0.0131184378341744,25.1988
"Maize","Argentina","Central and South America","RCP2.6",2030,4.0045,1.587,-0.0542859144909662,-27.3899999999999
"Maize","Argentina","Central and South America","RCP4.5",2030,3.9363,1.572,-0.0376382340470701,-18.9904
"Maize","Argentina","Central and South America","RCP8.5",2030,3.7537,1.728,-0.0448763559791989,-22.6424
"Maize","Austria","Europe","RCP2.6",2030,5.9918,1.587,-0.0579251147833233,-84.3612
"Maize","Austria","Europe","RCP4.5",2030,6.0616,1.572,-0.0516561629669463,-75.2312
"Maize","Austria","Europe","RCP8.5",2030,6.17,1.728,-0.0263295976287833,-38.346
